"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ANKRD65-AS1",28.193157563749,-0.323040345068413,0.481094888808404,-0.671469085586282,0.50192174699881,0.924856809105707
"TMEM88B",0.300117326719438,-1.11013785178028,3.81694647031143,-0.290844490593473,0.771170256869753,NA
"LINC01770",46.8386223148651,0.0603638609382269,0.681348504330335,0.0885946920769359,0.929404026607256,0.992709461043927
"LOC107985729",8.36301019986695,-0.156011498144995,0.862115006310667,-0.180963673063331,0.8563960898934,0.989157519972463
"VWA1",480.674592779353,0.833094709632189,0.389390224757247,2.13948542275697,0.032396375263235,0.474508007945551
"ATAD3C",77.2200068132559,0.00231805997112808,0.447877298254377,0.00517565855684767,0.995870440382235,0.999328477942254
"ATAD3B",449.470656684578,-0.0864526161185515,0.2131505180731,-0.40559421060803,0.685040783380725,0.965823952918598
"ATAD3A",271.353589725569,0.118434219931933,0.246973113883282,0.479542967530889,0.631552408488761,0.956511764500293
"TMEM240",31.4435820039734,-0.176114507748646,0.477361151099987,-0.368933473833854,0.712177312123562,0.969091513202659
"SSU72",2309.34309777241,0.358149116889874,0.327580403847381,1.09331667182612,0.274254785412368,0.84955537815556
"FNDC10",70.1430697363661,0.0191050951781262,0.553646371241159,0.0345077583282927,0.972472255782913,0.996941224132256
"LOC105378586",5.14998095085686,0.792551700564296,0.981031039012004,0.807876274090649,0.419161810807523,0.905134980453103
"MIB2",1289.58878238278,-0.112338650339256,0.184819549075017,-0.607828830345533,0.543301005797556,0.938857467596178
"MMP23B",145.27767076995,-0.583114463637755,0.33110730639513,-1.76110418699698,0.0782207705003053,0.630158748547864
"CDK11B",1196.00475705909,0.227168812830511,0.243535081648878,0.932797079141302,0.350924749602165,0.887709992085901
"SLC35E2B",2494.22195248818,-0.0377530088611516,0.203333034680413,-0.185670808093184,0.852702921994769,0.988303326451008
"MMP23A",92.0768716605545,-0.91331273349849,0.445030777947157,-2.05224622375879,0.0401457393100002,0.515841647951677
"CDK11A",959.170215843729,0.218245600278368,0.236875110249959,0.921353028809433,0.356866143542284,0.888791678337262
"SLC35E2A",1413.97209190496,0.0292823924856396,0.276681310729657,0.105834370989558,0.915713765817437,0.9912613658708
"LOC112268218",196.154058902315,0.517370226513402,0.384992929233206,1.34384345069364,0.178999015514492,0.781444042062038
"NADK",1966.19725980079,0.279365664448213,0.221825949628404,1.25939127012055,0.207889041097965,0.804577900992063
"GNB1",7052.48891708046,0.326783820574817,0.210038476113944,1.5558283730717,0.11974890931081,0.712495824044335
"GNB1-DT",13.7956474177216,0.946805448873387,0.692823944075006,1.36658880942326,0.171754226789208,0.775056415488525
"CALML6",20.8824812310368,-0.0299628301085724,0.599326552972787,-0.0499941642164032,0.96012703878885,0.995039363664654
"TMEM52",19.6267720043785,-0.789420599821638,0.90600453267009,-0.871320806194129,0.383579013098727,0.897390093470232
"CFAP74",5.87985508470147,-2.99543457068004,1.36357296080991,-2.19675415747527,0.028038008698288,0.444832601577475
"LOC107984872",0,NA,NA,NA,NA,NA
"LOC105378589",0.493640500861282,-2.54369713149194,3.74419675117646,-0.679370583474997,0.496903083796306,NA
"GABRD",4.58699058847546,0.162971374149201,1.2041968294407,0.135336159475603,0.892346096931596,NA
"LOC105378590",0.241229300391014,-1.72398217390718,3.80403460506712,-0.45319834146902,0.650405926624611,NA
"PRKCZ-DT",0,NA,NA,NA,NA,NA
"PRKCZ",162.15717150322,-0.730373718100024,0.498984416697824,-1.46372049639042,0.1432703328964,0.749972857108336
"PRKCZ-AS1",25.3379192622343,-0.789238480043445,0.450310247782463,-1.75265493941127,0.0796612547601816,0.632391868145904
"FAAP20",437.663273612555,-0.133089963546453,0.238200116117961,-0.55873173244191,0.576344819358746,0.946023609495849
"LOC112268219",91.4369636631797,-0.0410583270959316,0.254738734735252,-0.161178185714878,0.871953061749989,0.989795723091056
"LOC105378593",22.2134236229153,-0.899191197147049,0.554928133652736,-1.62037413967147,0.105151931514447,0.690667498838115
"SKI",3145.54102198257,0.426722581835046,0.319842141464251,1.33416622300455,0.182149386532335,0.784415599583328
"MORN1",171.169805207144,-0.481737302816306,0.377622840068805,-1.27571018407819,0.202057987192942,0.79884455280417
"LOC100129534",56.8429835265741,-0.837553472829793,0.631746553621749,-1.3257745024934,0.184914401053299,0.78684416836593
"RER1",2367.43691073238,0.143347973843808,0.200006149271893,0.716717832754921,0.47354822023569,0.915807763494141
"PEX10",591.426327091241,0.167415400291486,0.261215484024526,0.640909174724754,0.52158169461028,0.932594221470905
"PLCH2",34.347453775631,-0.323706981976925,0.355725394717083,-0.909991208905333,0.362827146015221,0.890834103421227
"PANK4",368.989436439366,0.0673201860414887,0.172757156771517,0.389681025663812,0.696772428880807,0.966957388659313
"HES5",3.91928208195661,1.60528535840329,1.09012729747962,1.47256688472504,0.14086785960485,NA
"TNFRSF14-AS1",185.255350626053,0.415400609022618,0.258645935602231,1.60605890850518,0.108260967296165,0.695285200970183
"TNFRSF14",1174.18290067755,0.199995637018721,0.339817110219998,0.588539043514448,0.556170535206683,0.940026606399886
"LOC100996583",7.35332904431471,-0.213718043371306,0.738730293782153,-0.289304561042315,0.772348322280897,0.977734782383361
"PRXL2B",330.807891423171,0.159811912726199,0.230654367831212,0.692863153769307,0.488395434810699,0.921246500664902
"MMEL1",89.9623656440132,0.178410600481652,0.329471812008156,0.541504899597407,0.588159621460878,0.948767933389771
"MMEL1-AS1",1.39215659281651,-0.690173803738479,1.71496381432391,-0.402442196140777,0.687358621041951,NA
"TTC34",51.7841707667986,-1.42271789211295,0.436392878743816,-3.26017669263607,0.00111342826596307,0.0843214094646417
"LOC105378603",0,NA,NA,NA,NA,NA
"LOC105378602",0,NA,NA,NA,NA,NA
"LOC105378601",0,NA,NA,NA,NA,NA
"LOC112268220",0,NA,NA,NA,NA,NA
"LOC107985732",0,NA,NA,NA,NA,NA
"LOC105378600",0,NA,NA,NA,NA,NA
"LOC105378598",0.454212062919353,-0.0343873277353557,3.77611161438565,-0.00910654430985359,0.992734129318452,NA
"LOC107984904",0,NA,NA,NA,NA,NA
"LOC105378599",0,NA,NA,NA,NA,NA
"ACTRT2",0.236417995696668,1.4306359332296,3.77576666156418,0.378899455782824,0.704762528347207,NA
"PRDM16-DT",75.5200362069812,0.560160538904731,0.651608455445428,0.859658180036684,0.389977493835916,0.898944775929094
"PRDM16",103.22612185483,-0.219015277950039,0.650782697779043,-0.336541335068499,0.73646268653825,0.971779191214884
"MIR4251",0,NA,NA,NA,NA,NA
"LOC105378606",0.569729983925728,-2.69846691671604,3.75844017639008,-0.717975221121616,0.472772565324223,NA
"LOC107984909",0.824925635873261,1.83760258122648,2.66371616980879,0.689864258832948,0.49027955398624,NA
"LOC105378605",0.540801513927424,0.302670534185567,3.7371414232527,0.0809898529133349,0.935450022197142,NA
"LOC105378604",1.26388536403604,0.77957175524238,1.68671427451362,0.462183647237572,0.643949629095604,NA
"ARHGEF16",105.989120472215,-0.124166344434061,0.604012555900337,-0.205569144583394,0.837127481782182,0.985795792647883
"MEGF6",1372.34411662443,-0.161963075128655,0.214578937778442,-0.754794840562991,0.45037209009533,0.913076723802027
"LOC105378608",2.97398837654867,-1.83510686806208,1.28136974495124,-1.43214468368138,0.15210241874939,NA
"MIR551A",0,NA,NA,NA,NA,NA
"LOC105378607",1.42638149946839,-0.46597184210809,1.79630855974637,-0.259405233905852,0.795322591826298,NA
"TPRG1L",1784.79685768727,0.178428029875675,0.225279424486483,0.792029854845358,0.428343268544601,0.908413564680867
"WRAP73",268.754051070057,0.1229318134086,0.205769476290158,0.597424922417804,0.550223718466159,0.939896177781181
"TP73",20.1566376119621,-0.303646246794996,0.479283937519547,-0.633541462637922,0.526380113533305,0.934965203695564
"TP73-AS3",0.529619613848169,0.346261839627336,3.73988839197344,0.0925861425090878,0.926232353131882,NA
"LOC105378609",0,NA,NA,NA,NA,NA
"TP73-AS1",1032.52956227123,-0.2205164498706,0.199315186713376,-1.10637053556643,0.268566173185078,0.845128361433731
"CCDC27",4.14392881940181,-0.359086636325126,1.25768784325875,-0.285513323715295,0.775250898183964,NA
"SMIM1",24.3776480900939,-0.402156547038286,0.516893791503419,-0.778025493145483,0.436553984444581,0.910726236962258
"LRRC47",1088.21371177296,0.123281773472103,0.185769675072368,0.663627007067098,0.506929067521369,0.926894682678302
"CEP104",1009.09655386881,0.376540972167276,0.20917238126132,1.80014670147519,0.0718374770746881,0.612692975952274
"DFFB",156.076775314732,-0.116773211041128,0.23514360771941,-0.4966038080885,0.619468467210757,0.954402396449677
"LOC107984910",5.24740605503604,0.984415759167185,0.910257447968048,1.08146960111634,0.279488275818063,0.852485046117851
"C1orf174",382.972025908388,0.146835375807571,0.19096267062846,0.768921880513795,0.441939687257742,0.911321229035441
"LINC01134",9.05320501952801,1.35869747889646,0.898682910390237,1.51187639509743,0.130565310066396,0.731367039277665
"LINC01346",0,NA,NA,NA,NA,NA
"LINC01345",0,NA,NA,NA,NA,NA
"LINC02780",0,NA,NA,NA,NA,NA
"LINC01777",0,NA,NA,NA,NA,NA
"LOC105376674",0,NA,NA,NA,NA,NA
"LINC01646",0,NA,NA,NA,NA,NA
"LOC107985376",0,NA,NA,NA,NA,NA
"AJAP1",50.7975563158541,0.470008076660559,0.564903623489238,0.832014625357616,0.405400689273523,0.901807837696437
"LINC02781",0.300117326719438,-1.11013785178028,3.81694647031143,-0.290844490593473,0.771170256869753,NA
"LOC102724429",0,NA,NA,NA,NA,NA
"LINC02782",0,NA,NA,NA,NA,NA
"LOC105376682",0,NA,NA,NA,NA,NA
"LOC107984911",0,NA,NA,NA,NA,NA
"LOC105376686",0,NA,NA,NA,NA,NA
"MIR4689",0.288390313457156,1.6814397111222,3.75302248858204,0.448022817938797,0.654136728945339,NA
"NPHP4",276.02287179049,0.111450335537424,0.308972289054091,0.360713046074863,0.718313971063603,0.970136480598717
"KCNAB2",461.060281599048,0.923789346028369,0.331702238230077,2.78499581720521,0.00535284135694754,0.191864005534534
"CHD5",10.8257374902427,-1.31153902571593,0.702369179491834,-1.86730719970491,0.0618587005657143,0.590196328166256
"LOC105376687",0,NA,NA,NA,NA,NA
"RPL22",15111.339645948,-0.338743264581222,0.237587095823416,-1.42576457449099,0.153936309788036,0.761302840987212
"LOC107985733",51.1791150747729,0.0213559246620359,0.320162378633666,0.0667034170384887,0.946817813969721,0.994005805689888
"RNF207-AS1",12.1271636699063,1.6071480114494,0.799177773908406,2.01100188708902,0.0443252573923931,0.536606891991796
"RNF207",328.218992553059,-0.125971140905614,0.29295858175999,-0.429996418431659,0.667198246523154,0.963215005778784
"ICMT",2444.97330008351,0.450610739791841,0.254394981086427,1.77130357630268,0.0765102330751773,0.625078053725488
"ICMT-DT",0.848267494406284,-0.159112899779615,2.6829995218063,-0.0593041103758729,0.952709887272737,NA
"HES3",0,NA,NA,NA,NA,NA
"GPR153",760.72604521086,-0.0462662857795872,0.393938544793955,-0.117445440135304,0.906507077181265,0.9912613658708
"ACOT7",173.222009072382,0.256123170696959,0.257135065284983,0.996064735134813,0.319218692867987,0.872881957758613
"HES2",1.04963541166388,0.552631607586756,2.65884163689879,0.207846755488353,0.835348624117224,NA
"ESPN",31.9288846864551,-0.416283464918261,0.462431644374867,-0.900205403289407,0.368010951226127,0.893542771539244
"MIR4252",0,NA,NA,NA,NA,NA
"TNFRSF25",373.904944106808,0.602624019681453,0.371318088317184,1.6229320322437,0.104603935118313,0.689366696505734
"PLEKHG5",1384.36925425276,0.72629852431365,0.244754337350512,2.96745925802949,0.0030027207473761,0.140742743552557
"NOL9",765.524902470084,-0.0964224653847778,0.154553612496081,-0.623877137696946,0.532708275759693,0.936894009650007
"TAS1R1",2.19767003525102,-0.248137858196389,1.16258688233026,-0.213435969360869,0.830986927308641,NA
"LOC107984912",0.238823648043841,-0.148355170589281,3.81694647031143,-0.0388675009574281,0.968996027459344,NA
"ZBTB48",321.353783131745,-0.306662435745065,0.221470459600495,-1.38466518874908,0.166154868207146,0.771042519550979
"KLHL21",1811.94605554709,-0.101531287765719,0.358119079475014,-0.283512645890186,0.776783889155574,0.978654754051822
"LOC107984913",33.4641171337213,-0.0484346067906752,0.461238034614928,-0.105010001681912,0.916367872406936,0.9912613658708
"PHF13",575.374888719424,-0.0218801425620443,0.263454776322876,-0.0830508479194514,0.933811108436231,0.992991679021473
"THAP3",557.220937249777,0.158746660039676,0.258340299551769,0.614486629902916,0.538893805485842,0.938356016085558
"DNAJC11",800.211275232887,0.0724970538622443,0.176655841104067,0.410385829356962,0.681522939670843,0.965628921051581
"LINC01672",0,NA,NA,NA,NA,NA
"CAMTA1-DT",4.2175771915945,1.32142275398725,1.2142208162079,1.0882886673893,0.276467691865094,NA
"CAMTA1",581.183860287902,-0.0396792488354134,0.259703151741975,-0.15278693604318,0.878566300298597,0.990351697874164
"LOC105376692",0,NA,NA,NA,NA,NA
"CAMTA1-AS2",0,NA,NA,NA,NA,NA
"CAMTA1-AS1",3.73824974869953,-0.668786744959329,1.46061691271669,-0.457879639169322,0.647038915663036,NA
"LOC105376691",0,NA,NA,NA,NA,NA
"LOC105376689",39.9163675141138,-0.222983540912729,0.51135980090545,-0.436059972876043,0.662793217431217,0.961931289781312
"VAMP3",4435.96866864425,-0.049255161772244,0.243578512952174,-0.202214724013506,0.839748862804452,0.986370953962017
"PER3",2559.86921498554,-0.693443416778739,0.53888198565018,-1.28681870102241,0.198157487127262,0.79740081746004
"UTS2",22.7640576436822,1.56175423262382,0.815228584051456,1.91572555621436,0.055400037706451,0.575769841043499
"TNFRSF9",9.98022642025974,0.444054658409409,0.746725449719094,0.594669243664395,0.552064584560814,0.939987720738823
"PARK7",3397.49006547195,0.0713940000675313,0.266092358822497,0.268305337227501,0.788464298279866,0.980014687573536
"ERRFI1",5068.99881792944,-1.18185359572196,0.539940908778977,-2.18885729254078,0.0286072140025668,0.450443214143016
"LOC107984915",0.714210565149092,2.03562781222933,2.25032588829393,0.90459245161714,0.365681335744605,NA
"LINC01714",0,NA,NA,NA,NA,NA
"LOC105376695",0.539076851449903,2.60207224325259,3.6614070238629,0.710675493408357,0.47728534928782,NA
"SLC45A1",59.6769422991196,-0.748260650361085,0.354619826842537,-2.11003613933109,0.0348552431386472,0.487783806804922
"RERE",4222.12908903098,0.0251924598787654,0.273691249709253,0.0920470051765547,0.926660693353548,0.991944506966344
"RERE-AS1",19.8229338991402,0.406160661250033,0.454251459098151,0.894131770223491,0.371251392658703,0.894457046755588
"SNORD128",0,NA,NA,NA,NA,NA
"ENO1",8002.58852427095,0.287053912889919,0.290848985378165,0.986951742385101,0.323666296604569,0.873459197739529
"MIR6728",0.264809806924085,-0.148355170589281,3.81694647031143,-0.0388675009574281,0.968996027459344,NA
"ENO1-AS1",7.7461011931792,0.0183256856540607,0.861535704186018,0.0212709532118287,0.983029514574152,0.997896393104575
"LOC112268261",0.772953318112773,1.70684902062241,3.40195511606661,0.501725908305309,0.615860337320131,NA
"CA6",0,NA,NA,NA,NA,NA
"SLC2A7",0.241229300391014,-1.72398217390718,3.80403460506712,-0.45319834146902,0.650405926624611,NA
"SLC2A5",147.66138844463,0.516899690119944,0.601073464958631,0.859960920343604,0.389810584998405,0.898944775929094
"GPR157",189.886452879951,0.137032084234166,0.37781623520719,0.362695065655447,0.716832686132006,0.970136480598717
"MIR34AHG",176.51702211682,-0.124466022086174,0.348456705519876,-0.357192213880568,0.720947914378667,0.970673034964309
"MIR34A",0.733924784120056,1.08809462648571,2.04648044838631,0.531690702124073,0.594940232683876,NA
"LNCTAM34A",11.1710520706798,-0.510312280987958,0.687487331492949,-0.742286086755609,0.457914019750589,0.91321934416547
"H6PD",6854.34048904222,-0.0273412383853957,0.512211554022921,-0.05337880055742,0.957430095832439,0.994637665845805
"SPSB1",972.059975509425,-0.204719689415654,0.242274897196559,-0.844989273690885,0.398116827898025,0.900044464371348
"LINC02606",62.5916514519542,0.473439773058611,0.455695502130919,1.03893887660667,0.298833164266272,0.862074104193884
"SLC25A33",589.093839302604,0.0837370350054726,0.599579356008593,0.139659636654122,0.888928919054897,0.991159681750608
"TMEM201",202.447921154927,-0.121241603630513,0.233979850726292,-0.518171129924946,0.604338875756381,0.952697742391145
"LOC107985734",6.56348478904964,0.0602036495573943,0.794248194115404,0.0757995422632926,0.939578580299946,0.993901572455196
"LOC105376712",0,NA,NA,NA,NA,NA
"PIK3CD",748.047183644602,-0.266169745510108,0.37705162597942,-0.705923876654056,0.480235478252168,0.918210873855295
"PIK3CD-AS1",2.91435124852763,-0.222804443157577,1.89074678667748,-0.117839387446005,0.906194920282087,NA
"PIK3CD-AS2",22.0415909987011,-0.0776962606409195,0.66173956090457,-0.117412144038528,0.906533461083567,0.9912613658708
"CLSTN1",3186.65484926392,-0.300468544784637,0.319256261594041,-0.941151610572657,0.346627170309848,0.886533456246677
"CTNNBIP1",577.765297092097,0.172289016184372,0.3259103952379,0.528639217103244,0.597055749817903,0.952630813935076
"LOC105376717",31.999341613431,0.152071581960821,0.469154619311161,0.324139581496824,0.745832361521608,0.973244862820609
"LZIC",1075.16527609981,0.0591475716274991,0.209532441446406,0.282283598755412,0.777726060711311,0.978825351581183
"NMNAT1",392.98640719496,0.116725681750797,0.218691869041431,0.533744954773255,0.593518002080618,0.951280443195165
"TMEM274P",1.44500542794237,0.639380708605201,1.78773268801059,0.357648944326633,0.720606045493139,NA
"MIR5697",0.425965525056679,2.28811546187417,3.71151326703727,0.61649125228661,0.537570343617884,NA
"RBP7",1499.75208787981,0.614868837077543,0.542528873456183,1.13333845839488,0.257072147269206,0.837304396166698
"UBE4B",1862.58284383878,-0.0695918776862056,0.186213075314432,-0.373721757017843,0.708611336601207,0.968264561319295
"KIF1B",1693.87801951164,0.212577262069638,0.239261126792067,0.888473881736676,0.374285899051793,0.894722535674001
"LOC105376725",8.932048408335,-0.59674434177714,0.692609481540382,-0.861588467501144,0.38891401942781,0.898944775929094
"PGD",4485.89517169577,0.664762974349771,0.414569591077512,1.60350153184651,0.108823971203582,0.697074760285333
"CENPS-CORT",79.8291587820609,0.185881305535109,0.346590670212023,0.536313644626954,0.591741802064829,0.950546924242386
"CENPS",78.3375012233952,0.167843947818669,0.35075569197984,0.478520952493382,0.632279465059841,0.95665293129383
"CORT",10.9324116434285,0.373453403588847,0.851323286404127,0.438674014387958,0.660897758537999,0.961329989158928
"DFFA",1379.10693696541,0.0656227759845862,0.144961832049182,0.452690029209359,0.650771960309504,0.959735275617671
"PEX14",383.526870236922,0.197889542811466,0.24893469270693,0.794945616698112,0.426645137493822,0.907882852835575
"CASZ1",115.185023462415,0.163213179190923,0.451647603698736,0.361372844346566,0.717820745418749,0.970136480598717
"LOC105376733",0,NA,NA,NA,NA,NA
"LOC105376735",0,NA,NA,NA,NA,NA
"C1orf127",10.4838141886055,2.01143321808713,0.82349555459678,2.44255504095832,0.0145837055964599,0.326876433314608
"TARDBP",4963.89801330737,-0.102460436370958,0.17026038510086,-0.601786706345474,0.547316125135908,0.939896177781181
"MASP2",191.335308753,-0.0228350661508442,0.264338052055504,-0.0863858455991401,0.93115969844214,0.992709461043927
