"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC105377408",0,NA,NA,NA,NA,NA
"LINC02516",1.34698749181944,1.3943072327306,2.04194175386012,0.682833988822049,0.494711749717592,NA
"ANKRD50",701.858689465394,0.00417591998462794,0.317421639041103,0.0131557508090594,0.989503532321777,0.998750460489377
"FAT4",915.439890325153,-0.328040753759013,0.232884562165285,-1.40859810847485,0.158954038492994,0.764545345703214
"MIR2054",0,NA,NA,NA,NA,NA
"LINC02379",0,NA,NA,NA,NA,NA
"LOC105377409",0,NA,NA,NA,NA,NA
"LOC105377410",0,NA,NA,NA,NA,NA
"LOC105377411",0.477647296087682,0.0954595069435872,3.76271175960187,0.025369869669126,0.979759943890231,NA
"LOC102724210",40.6754023424347,-0.522687067074285,0.45007484581396,-1.16133365802527,0.245506236829465,0.828252225360679
"LOC107986312",12.3676527135766,0.0774412721289949,1.04273911545571,0.074267159427649,0.940797807823773,0.993901572455196
"LOC105377412",0,NA,NA,NA,NA,NA
"LOC105377413",2.38482390844317,0.340252519981804,2.36578948472672,0.143821976629128,0.885641048452323,NA
"INTU",801.923120294665,-0.394622669053493,0.269222833675503,-1.46578454608027,0.142706992488646,0.749774696685926
"SLC25A31",0.430822809438587,0.960106957318597,3.75302200887829,0.255822362631323,0.798088005471991,NA
"LOC105377414",0,NA,NA,NA,NA,NA
"HSPA4L",116.81713385254,-0.694313106854757,0.255788370635726,-2.71440450998277,0.00663950386067785,0.21392533929878
"PLK4",61.3213009138548,-0.207985761203304,0.399915268051002,-0.520074570338183,0.603011601692601,0.952630813935076
"MFSD8",555.982409002853,0.111358407736329,0.183523980609521,0.606778511268583,0.543997910742363,0.938988139404489
"ABHD18",460.218899857154,-0.196724951016384,0.23647401545905,-0.831909377588469,0.405460098262106,0.901807837696437
"LARP1B",503.50667088867,-0.0553922537873087,0.211306908427574,-0.262141234281011,0.793212557630846,0.98063328344785
"PGRMC2",3511.43046502591,0.59698272693027,0.275608977940344,2.16604963811987,0.0303073940193824,0.458922046612173
"LINC02615",151.545581195526,0.845647979386143,0.355831052235605,2.37654351432549,0.0174757000256021,0.356809893966276
"LOC101927259",3.4993758465247,-0.770309642412619,0.985279050076011,-0.781818757186801,0.434321095975546,NA
"JADE1",2596.13376673908,-0.107437284130947,0.32372031363068,-0.331883047208208,0.739977571927394,0.97242984264805
"SCLT1",517.678034314206,-0.0983688455933973,0.177699389250546,-0.553568844599138,0.579873952920615,0.9472996382171
"C4orf33",314.852158060939,-0.276744389176781,0.229170225017904,-1.20759312932193,0.227203803317792,0.81304017270293
"LOC105377416",0,NA,NA,NA,NA,NA
"LOC105377417",0,NA,NA,NA,NA,NA
"LINC02466",0,NA,NA,NA,NA,NA
"LINC02465",0,NA,NA,NA,NA,NA
"LOC105377418",0,NA,NA,NA,NA,NA
"LINC02479",0,NA,NA,NA,NA,NA
"LOC105377422",0,NA,NA,NA,NA,NA
"LOC105377423",0,NA,NA,NA,NA,NA
"LINC02377",0,NA,NA,NA,NA,NA
"SNHG27",0.529619613848169,0.346261839627336,3.73988839197344,0.0925861425090878,0.926232353131882,NA
"LOC105377425",0,NA,NA,NA,NA,NA
"LOC105377428",0.964917201564056,-3.45388185011334,3.72677948235305,-0.926773871775368,0.3540439535671,NA
"LOC107986236",0,NA,NA,NA,NA,NA
"LINC01256",0,NA,NA,NA,NA,NA
"LOC105377431",0,NA,NA,NA,NA,NA
"LOC105377432",0,NA,NA,NA,NA,NA
"PCDH10-DT",0.679708688414564,-2.95128938149998,3.41463595704314,-0.864305717689334,0.387419970052527,NA
"PCDH10",14.2290426262448,-1.8940465255552,1.08660824359457,-1.74308131446672,0.0813194120453438,0.636878984057268
"PABPC4L",95.3267233526428,-0.346633961846712,0.286615657635976,-1.20940343840867,0.226507888311823,0.812950449930915
"LINC02462",0,NA,NA,NA,NA,NA
"LOC105377436",0,NA,NA,NA,NA,NA
"LOC105377438",0,NA,NA,NA,NA,NA
"LOC105377437",0,NA,NA,NA,NA,NA
"LINC02485",0,NA,NA,NA,NA,NA
"LINC00613",0,NA,NA,NA,NA,NA
"LINC02511",23.3806799327255,-0.215451698397694,0.512702841835473,-0.420227236553591,0.674319459557476,0.963795150753694
"LINC02510",0.964573680377428,-3.45117469207968,3.12989354968279,-1.10264922346303,0.270179525277217,NA
"LOC105377442",0.741240396637204,-0.750610408570285,3.4919781959142,-0.214952776465941,0.829804136807717,NA
"PCDH18",2745.24585864294,0.0631258209890878,0.44135543618851,0.143027174501881,0.886268719678552,0.991159681750608
"LINC02172",6.74541963516068,2.46737861328684,0.93548556918109,2.63753786757689,0.00835103011350572,0.24801179101556
"LOC101927414",10.3897081822845,0.564617119543938,1.03737086279776,0.544277017788203,0.586250859502029,0.948496659166253
"LOC107986314",7.16349113343256,-0.825983341316518,0.805047755392901,-1.02600539630522,0.30488904046059,0.866210233290768
"LOC105377444",0.10649138126417,0.572977336226655,3.81694647031143,0.150114061248521,0.880674626419532,NA
"LOC105377445",0.536535322416106,0.709414917992538,3.74505661912362,0.189427020774535,0.849758148310595,NA
"LOC107986315",0,NA,NA,NA,NA,NA
"LOC105377447",0,NA,NA,NA,NA,NA
"LINC00616",0,NA,NA,NA,NA,NA
"SLC7A11-AS1",0.658662506555983,1.8870715376309,3.53879296520395,0.533252879212203,0.593858541325983,NA
"SLC7A11",20.8208613431292,1.3959239661186,0.955802196788073,1.4604736950904,0.144159931864638,0.750780746602287
"LINC00498",0.241229300391014,-1.72398217390718,3.80403460506712,-0.45319834146902,0.650405926624611,NA
"LINC00499",0,NA,NA,NA,NA,NA
"LOC105377448",0,NA,NA,NA,NA,NA
"NOCT",90.6713834663264,0.544290807612706,0.383646170976217,1.41873123932846,0.155977385978323,0.761302840987212
"ELF2",1162.15758724543,-0.12084684495427,0.218605410072942,-0.552808116294776,0.580394810244007,0.9472996382171
"LOC105379412",0.875366283281686,3.32114460073181,3.08885809641401,1.07520141653236,0.282284561380858,NA
"MGARP",584.267797433094,-0.843250572746812,0.463115361937265,-1.8208218557454,0.0686339408892187,0.603267998170585
"NDUFC1",689.957133915974,-0.052370602248033,0.174438226796432,-0.300224344226733,0.764006037072924,0.976636508849978
"NAA15",854.779550281195,0.195273474932365,0.222606559718102,0.877213480050409,0.380370695626747,0.896097241368657
"LOC105377449",52.448530427982,-0.203905610212663,0.454340596316366,-0.448794608859208,0.653579828146373,0.960284931587132
"RAB33B-AS1",35.2589432966336,0.0182096183182081,0.434896721688744,0.0418711326392587,0.96660142902534,0.995689795549145
"RAB33B",524.427870277327,0.190119378383476,0.252059439171843,0.7542640696501,0.450690672699558,0.913191709469339
"SETD7",6201.80634849701,0.378956460620589,0.305372972614772,1.24096267385995,0.214619538069658,0.80720832219765
"LOC105377451",0.224700379112504,1.36680104296692,3.78218784038582,0.361378413936072,0.717816582427657,NA
"LOC105377622",9.60106853832963,0.616839280887045,0.881379281824885,0.699856796735551,0.484016740493593,0.91969080301052
"QKILA",0,NA,NA,NA,NA,NA
"MGST2",859.736046612426,0.118646865705432,0.284462103268588,0.417091993422429,0.676611121051748,0.96423899464846
"MAML3",411.862770958359,0.275579936136463,0.348603250009113,0.790526009523029,0.429220638621767,0.908479421046321
"LOC105377452",0.980306355273231,-1.43650259430181,2.60339752688952,-0.55177996424469,0.581099116022993,NA
"LOC101927516",2.61485931257562,0.0905823027293647,1.31105254518538,0.0690912832304187,0.94491695942351,NA
"SCOC",1099.90256533008,-0.103682672821824,0.21995938805796,-0.471371891589839,0.63737518496042,0.957249222104224
"SCOC-AS1",18.4141075865958,0.217093200652845,0.517314799160223,0.419653953463656,0.674738267828387,0.963795150753694
"CLGN",21.5208686287297,0.258643822013801,0.595313963719466,0.43446624432899,0.663949902070991,0.962485195034068
"MGAT4D",0,NA,NA,NA,NA,NA
"ELMOD2",997.676215438413,0.0439376664589093,0.199796061035038,0.219912576010215,0.82593924181872,0.983980328923275
"UCP1",38.7425937378074,-0.979797794467878,0.836263635804936,-1.1716374508199,NA,NA
"TBC1D9",2029.76028163497,0.688538664953286,0.152107791247939,4.52664955098159,5.99261951650752e-06,0.00287126376434263
"TNRC18P1",4.82269696932194,-0.421146150940892,1.23477000715601,-0.341072546709244,0.733048967948859,NA
"RNF150",2621.09958051644,0.297320856442974,0.434998486058568,0.683498600505343,0.494291834226368,0.922091784047301
"ZNF330",1085.36274741237,-0.174546253308139,0.25255819357348,-0.691113009791762,0.489494525163414,0.921329275209077
"LINC02432",28.3942266317687,0.193126654368504,0.957328024138151,0.201735089226464,0.840123829293966,0.986430104847591
"LINC02276",0.212982762528339,1.30079181844121,3.78912010967144,0.343296538719119,0.731375384477966,NA
"IL15",111.288182903046,-0.144922441797744,0.517786601120889,-0.279888358416421,0.779563159054834,0.979273906166106
"INPP4B",566.729976319126,-0.474053561024689,0.414505517529368,-1.14366043629589,0.252764487131844,0.834483072373488
"LOC101927613",1.33685866102618,-1.76587870862683,1.8429632302295,-0.958173597639775,0.337975228374821,NA
"LOC105377457",0,NA,NA,NA,NA,NA
"LOC107986194",1.17741962395317,-3.71810065502806,2.06065721973961,-1.80432758025514,0.0711799685912281,NA
"LOC105377623",15.6058591481099,-1.73052310657999,0.60653988715844,-2.85310684955488,0.00432940618451767,0.173359809109651
"USP38",653.187869491272,0.139090136436465,0.156630778622906,0.888012800928032,0.374533865598886,0.894722535674001
"GAB1",1467.77003393264,-0.260953038995781,0.321981840656091,-0.810458870798572,0.417676494368248,0.904977012623157
"MIR3139",0.10649138126417,0.572977336226655,3.81694647031143,0.150114061248521,0.880674626419532,NA
"SMARCA5-AS1",56.0882658950634,0.195760843963028,0.517677728369885,0.378151952913754,0.705317715859383,0.968050449698893
"SMARCA5",2246.31184737712,0.018650032630409,0.172341932090317,0.108215292727688,0.913824914351863,0.9912613658708
"GUSBP5",7.46063660955122,0.126511016752766,0.779402133424396,0.162318027276785,0.871055419215454,0.989662533261548
"FREM3",1.10522597230831,1.19749736720037,1.76052035776475,0.680195126355018,0.496380917864105,NA
"LOC105377458",0.524808309153823,2.56636108978329,3.64441406870839,0.704190314656762,0.481314261819761,NA
"LOC105377459",3.54298199423907,-1.90818905316206,1.16200597879849,-1.64215080471025,0.100558755047265,NA
"GYPE",72.2191848788128,-0.0933083329516052,0.367725566613339,-0.253744480730431,0.799692967730165,0.981285151652109
"LOC101927636",4.18882269325409,0.329174071509676,0.965443287681643,0.34095640387136,0.733136401929826,NA
"GYPB",1.11745566083323,-2.37329757210813,2.24215124081461,-1.05849129572806,0.289831517001863,NA
"LOC105377460",0.768452658570128,-1.88153641290439,2.8348003562874,-0.663728014825197,0.506864405627947,NA
"GYPA",0.300117326719438,-1.11013785178028,3.81694647031143,-0.290844490593473,0.771170256869753,NA
"LOC107986317",1.79749941602228,-2.30803324151899,1.70770589800083,-1.35154024133837,0.176522438306338,NA
"LOC105377461",1.34912495230909,-3.94416897852321,2.84410569883851,-1.38678705933255,0.165506704237525,NA
"LOC105377462",0.241229300391014,-1.72398217390718,3.80403460506712,-0.45319834146902,0.650405926624611,NA
"HHIP-AS1",187.313558091616,-0.860775934823937,0.583750694080832,-1.47456087599057,0.140330639893463,0.748992639746401
"HHIP",1022.33934121123,-1.07518480608348,0.578026503904166,-1.86009603162028,0.0628719405456625,0.591957165984729
"ANAPC10",309.207038976305,-0.325767857942118,0.207480032192615,-1.57011667339481,0.116387970274605,0.708692625102948
"ABCE1",1478.9812919484,-0.154901072229629,0.205108035211719,-0.755216986354218,0.450118798237859,0.913076723802027
"OTUD4",1539.88315311404,0.0189286161720706,0.271935139509054,0.069607098980455,0.944506386479217,0.994005805689888
"LOC105377465",0.970216363939145,-1.41826779850385,3.29031572741427,-0.431043071850863,0.666437052625965,NA
"LINC02266",2.81203735429935,-1.8316830534715,1.303442812756,-1.40526537531676,0.159942380354916,NA
"SMAD1",562.26675731822,-0.0265276777668455,0.325240114930147,-0.0815633636476328,0.934993935761326,0.993065536333266
"SMAD1-AS2",0,NA,NA,NA,NA,NA
"SMAD1-AS1",59.5209105678674,0.0837537376361364,0.290121259471358,0.288685282108411,0.772822226575766,0.977734782383361
"LOC285422",0,NA,NA,NA,NA,NA
"LINC02491",0.901709844059823,0.958678822155132,1.99962903989352,0.479428335470754,0.631633939456793,NA
"MMAA",283.530982182949,0.115065491699002,0.241810815254229,0.475849236015465,0.634181789926221,0.957127072694296
"C4orf51",153.462735553581,0.0893025522643882,0.267589701825875,0.333729406083418,0.738583757678643,0.971954377942587
"ZNF827",347.843675825552,0.12630664444112,0.277124242766493,0.4557762366086,0.648550893953637,0.959324844090815
"LOC105377468",0,NA,NA,NA,NA,NA
"LOC105377469",0.236417995696668,1.4306359332296,3.77576666156418,0.378899455782824,0.704762528347207,NA
"LINC01095",0.252411200470268,-1.76757352405516,3.80133400033695,-0.464987692188711,0.641940270521682,NA
"LOC105377470",0,NA,NA,NA,NA,NA
"LSM6",446.463780173345,-0.0285867363884887,0.224768525843921,-0.127183004298116,0.898795556742728,0.9912613658708
"REELD1",10.6337399867355,-0.557951032368091,1.03741574071863,-0.537827806604891,0.590695932945107,0.949880296108998
"SLC10A7",344.172552553982,-0.319348880489423,0.232943055097277,-1.3709311074162,0.170396433064549,0.773922394567976
"LOC105377472",0.947852563780636,-1.38485987382299,2.61259747406082,-0.530070126597217,0.596063310438013,NA
"MIR7849",0,NA,NA,NA,NA,NA
"POU4F2",0.449400758225007,2.35922837360302,3.70766846552773,0.636310499587028,0.524574062804092,NA
"TTC29",3.67991279897839,-1.06628876319665,1.03621523402728,-1.02902247349953,0.303469114440677,NA
"LOC105377474",0,NA,NA,NA,NA,NA
"LOC105377473",1.12788156013136,0.122691789267492,2.56257644466088,0.04787829433269,0.961813238161527,NA
"LOC105377475",0.454212062919353,-0.0343873277353557,3.77611161438565,-0.00910654430985359,0.992734129318452,NA
"LOC105377476",0.465393962998608,-0.0779786441212822,3.7733910054747,-0.0206654025538687,0.983512567885178,NA
"MIR548G",0,NA,NA,NA,NA,NA
"EDNRA",586.49212140779,-0.16620122205812,0.264836309995191,-0.627562066776785,0.530290864905156,0.936017501596916
"LOC105377478",5.44694296126748,0.969935058219014,1.31746382793193,0.736213805385121,0.461600591965425,0.914325708012499
"LINC02507",0,NA,NA,NA,NA,NA
"TMEM184C",937.791427779029,-0.0285411195752174,0.17853797784522,-0.159860215286859,0.872991189000034,0.98984236391303
"PRMT9",640.373516125991,-0.0526938968291933,0.160544040623064,-0.328220821057517,0.742744706156132,0.973123688304176
"ARHGAP10",1106.97013439798,0.57740772434761,0.368471168315305,1.56703637624509,0.117106189188166,0.709550562954312
"MIR4799",0.300117326719438,-1.11013785178028,3.81694647031143,-0.290844490593473,0.771170256869753,NA
"NR3C2",561.617751014905,-0.0383688682508512,0.30005862297889,-0.127871240192789,0.898250871171953,0.9912613658708
"LOC102724672",4.93947114908976,0.207854434280535,0.943413910759974,0.220321570320175,0.825620722183663,0.98391554323887
"LOC107986195",13.7598318021636,0.158035757562977,0.784102581374489,0.201549849875445,0.840268654506045,0.986430104847591
"LOC105377483",1.94055386291555,0.579066317293325,1.38352540633906,0.418544043094655,0.6755493920086,NA
"LOC105377481",0.288390313457156,1.6814397111222,3.75302248858204,0.448022817938797,0.654136728945339,NA
"LOC105377480",0,NA,NA,NA,NA,NA
"LINC02430",0,NA,NA,NA,NA,NA
"LINC02355",1.27904432415731,-0.0781230561726455,2.050671081345,-0.0380963367959556,0.969610872005066,NA
"LOC107986320",0,NA,NA,NA,NA,NA
"IQCM",1.41833750213385,-0.478673523903008,1.71872834934105,-0.278504467612074,0.780625135996863,NA
"LOC105377479",0.357177919256917,2.02029013443824,3.72777172122262,0.541956505259295,0.587848469337909,NA
"DCLK2",263.307527266283,-0.260284815754364,0.208621585022013,-1.24764086960081,0.212162604467961,0.806331291555532
"LRBA",1376.90138162942,0.498073282007837,0.255178784043015,1.95186008067143,0.0509548188372027,0.562928367219671
"LOC729558",0,NA,NA,NA,NA,NA
"MAB21L2",19.2741557362769,1.30454924975167,1.31058739966519,0.995392791114075,0.319545263350031,0.872889322575703
"RPS3A",25080.5296142555,-0.539310589772301,0.266604694888617,-2.02288481827979,0.0430850241373344,0.530528957981192
"SNORD73B",1.79350497788421,0.708765466593135,1.56938882382713,0.451618780401872,0.651543638154062,NA
"SNORD73A",18.2057558528551,-0.14597060488955,0.466725021420647,-0.312755044598284,0.754466772286923,0.975140099065083
"SH3D19",10144.3868741689,0.348817009455,0.222759269973469,1.56589222749987,0.117373849774154,0.710052060684811
"LOC107986196",252.405840185965,0.450954626353412,0.312815165960012,1.44160090502472,0.149414992990713,0.756851484510543
"LOC105377485",20.7706845232123,-0.779472417898555,0.496936360231705,-1.56855581574895,0.11675147467181,0.709114265977887
"PRSS48",2.18488812588542,-2.57811548307334,1.64915793992116,-1.5632920417535,0.117983919309935,NA
"FHIP1A-DT",20.9333454587297,-1.03181824232205,0.837340525264583,-1.2322564251814,0.217853311617842,0.81065476035591
"FHIP1A",387.259861456653,-0.879351659930885,0.72747151899999,-1.20877812665391,0.226748097155673,0.812950449930915
"GATB",618.512615470231,-0.101086767831249,0.224735017196254,-0.449804258777229,0.652851586768125,0.960284931587132
"LOC107986197",33.7586250670253,-0.189135058715905,0.527535244177277,-0.358525919933317,0.719949774047539,0.970487715221024
"LOC105377488",0.236417995696668,1.4306359332296,3.77576666156418,0.378899455782824,0.704762528347207,NA
"LOC102724700",0,NA,NA,NA,NA,NA
"LOC100505685",0,NA,NA,NA,NA,NA
"LINC02273",6.63232107288762,1.62743799397805,1.02724062214024,1.58428118875138,0.113129744627469,0.703379700023697
"LOC105377490",0.600234653438876,-2.39124496082195,3.76986228486155,-0.63430565366389,0.52588136756433,NA
"LOC105377489",0,NA,NA,NA,NA,NA
"LOC105377492",2.09999289998856,1.06981645260283,1.35420176080728,0.789997830135063,0.429529035545886,NA
"FBXW7",908.087236233983,-0.129502785432494,0.254180366367176,-0.509491693962785,0.610407618895442,0.952697742391145
"FBXW7-AS1",25.3502320002887,0.216782790014675,0.546636507853273,0.396575762687375,0.691680328591573,0.966945180373265
"MIR3140",0,NA,NA,NA,NA,NA
"MIR4453HG",82.8488941860935,-0.373139142811666,0.295683017992449,-1.26195662282233,0.206964395374016,0.803501906077609
"MIR4453",1.5561133634638,-0.262389943956098,1.43517153409323,-0.1828282806082,0.854932757884505,NA
"TMEM154",209.531861921661,-0.371231709018574,0.440175693671361,-0.843371668077017,0.39902061208536,0.900044464371348
"LOC105377495",0,NA,NA,NA,NA,NA
"TIGD4",8.93341802644078,-0.580420096736245,0.75608160354132,-0.767668587646737,0.442684102869976,0.912215902968745
"ARFIP1",965.375566379312,0.0217191454553561,0.182322982996448,0.119124561799097,0.905176671793899,0.9912613658708
"LOC729870",2.9619256780589,-1.18596668147083,1.33325282446031,-0.889528722319341,0.373718993957145,NA
"FHDC1",136.434470241323,-0.319127512322181,0.393256141503127,-0.811500390311497,0.417078368838895,0.904977012623157
"TRIM2",1377.31573944305,-0.491353012339987,0.354510516516539,-1.38600405191947,0.165745666230975,0.771042519550979
"LOC105377496",0.300117326719438,-1.11013785178028,3.81694647031143,-0.290844490593473,0.771170256869753,NA
"ANXA2P1",196.629591817959,-0.367502804611769,0.543230633318992,-0.676513403462588,0.498714739026212,0.924017228507705
"MND1",6.66677166770796,-0.874670527249592,0.72273073337365,-1.21023015468942,0.226190590156252,0.812950449930915
"TMEM131L",1029.32281502191,-0.110547277943125,0.272949769588623,-0.405009603450981,0.685470451851354,0.966120588212178
"LOC105377498",1.66713045972018,-1.90063469032813,1.72478002652762,-1.10195773437529,0.270480046850365,NA
"LOC100419170",3.85711538330042,0.912355989702379,1.04132129072672,0.876152247944208,0.380947272162892,NA
"TLR2",644.424580420571,-0.0283381633245651,0.353563228815786,-0.080150199497499,0.9361177977111,0.99349735589722
"RNF175",31.2215059494967,-1.57094328689112,0.531653174399472,-2.95482724929757,0.00312844170869366,0.143210895289053
"LOC105377499",4.65429438749034,-0.744471539406642,1.01179340545991,-0.735794022168235,0.461856059718647,NA
"SFRP2",3015.96669246181,-0.594961938472743,0.328023291105691,-1.81377955348007,0.0697116715850862,0.607049010923281
"LOC101927947",37.5560009200378,-0.246044003555485,0.48266250204667,-0.509764074300709,0.610216757450491,0.952697742391145
"DCHS2",50.6027807052023,-0.594858805538342,0.765367539625612,-0.777219799299724,0.437029102814625,0.910726236962258
"PLRG1",1458.6621772919,-0.11642316884377,0.159511027685288,-0.72987536055169,0.465466374531233,0.914492421763588
"FGB",0,NA,NA,NA,NA,NA
"FGA",0,NA,NA,NA,NA,NA
"FGG",0,NA,NA,NA,NA,NA
"LRAT",168.029333315187,-1.57561728912029,0.587718137825302,-2.68090635240636,0.00734230601185977,0.228437893104919
"LOC105377500",0,NA,NA,NA,NA,NA
"RBM46",6.34992738922933,-0.306339658367118,1.00939625029445,-0.303488009072508,0.761517984219308,0.976316709191785
"LOC105377501",0,NA,NA,NA,NA,NA
"NPY2R",0.241229300391014,-1.72398217390718,3.80403460506712,-0.45319834146902,0.650405926624611,NA
"NPY2R-AS1",0,NA,NA,NA,NA,NA
"LOC105377502",0,NA,NA,NA,NA,NA
"MAP9",379.707697700166,-0.314028522865267,0.277222220480659,-1.13276822586873,0.257311598060495,0.837304396166698
"MAP9-AS1",7.56637042091147,-0.131581302670376,1.04975246116016,-0.125345076614497,0.900250367579247,0.9912613658708
"LOC105377503",0.576780626914311,2.69507949574255,3.69181852979609,0.730014076800088,0.4653815801341,NA
"LOC105377505",19.2089332207726,-0.834599932495878,0.771364589759271,-1.08197853981908,0.27926206378715,0.8523306544079
"LOC105377504",1.01011218382647,0.168042026533274,2.60615923693509,0.0644788024276275,0.948588985195467,NA
"GUCY1A1",1466.95659916423,-0.158486704402022,0.322851763263931,-0.490896202020925,0.623499863421752,0.954402396449677
"LOC107984032",1.88667873327787,-1.071043345132,1.4937998743398,-0.716992525926781,0.473378708407396,NA
"LOC105377506",2.63703533731806,-0.639739367582639,1.38484806728712,-0.461956356581318,0.644112618292972,NA
"GUCY1B1",552.042710735687,0.14389464425037,0.352661126313129,0.408025250060041,0.68325513732196,0.965823952918598
"ASIC5",0,NA,NA,NA,NA,NA
"LOC105377507",0,NA,NA,NA,NA,NA
"TDO2",8.57691635111137,0.878730522478416,0.884649011973987,0.993309787932319,0.320559009056959,0.872926598446759
"CTSO",1639.25615052159,-0.119767877672067,0.221025580236009,-0.541873377480473,0.587905737891674,0.948691535757683
"LOC102724785",0,NA,NA,NA,NA,NA
"LOC105377508",0,NA,NA,NA,NA,NA
"LINC02272",0,NA,NA,NA,NA,NA
"PDGFC",1322.30269059679,0.249113019139835,0.178916522612945,1.39234216886022,0.163818807743199,0.768892710976145
"GLRB",219.874464271145,-0.0474370585338196,0.263550623480074,-0.179992207597286,0.857158685729278,0.989167649365595
"GRIA2",9.09395116355719,0.41864769151786,0.923853349980285,0.453153838243693,0.650437969857825,0.959541693402968
"LOC112268471",2.57441831537434,-0.213821042679127,1.42287385073388,-0.150274068617428,0.880548390897124,NA
"LOC107986238",0.236417995696668,1.4306359332296,3.77576666156418,0.378899455782824,0.704762528347207,NA
"LINC02433",0,NA,NA,NA,NA,NA
"LOC105377509",1.3939924810196,-3.88526571448972,2.36713505117477,-1.6413367342778,0.100727534741556,NA
"GASK1B",4360.27216055375,0.895166295406038,0.391240434057105,2.2880209136957,0.0221363032325342,0.398425907965156
"GASK1B-AS1",573.963405012418,0.536159092475031,0.459343380946142,1.16722938593491,0.243117746663449,0.826270765417817
"LOC101928007",15.3410290897035,-0.674041139475203,0.921928581685551,-0.731120775367287,0.464705385577578,0.914492421763588
"TMEM144",370.593988581698,0.688248099366772,0.385041402099168,1.7874651806652,0.0738623349445302,0.618464389801559
"LOC105377510",0,NA,NA,NA,NA,NA
"RXFP1",7.46638765679348,-3.39705544110088,1.14433690144793,-2.96857982714931,0.0029917938103081,0.140536092252839
"C4orf46",193.381915292652,-0.201415684816585,0.218294618411622,-0.922678196476611,0.356174931587462,0.888791678337262
"ETFDH",1885.12211901832,0.296073534428464,0.308276938793717,0.960414150948156,0.336846818885013,0.881918862432436
"PPID",721.244322505365,0.119092693249018,0.203908059908222,0.584050936008225,0.559186043219555,0.941006749982546
"FNIP2",1655.59591653542,-0.326322853043484,0.385667340938834,-0.84612519237204,0.397482908300828,0.900044464371348
"C4orf45",1.19849659972206,-1.52483202520604,2.57407393665759,-0.592380818394837,0.553595608037229,NA
"RAPGEF2",1407.88082449035,0.172186747012193,0.234072805755639,0.735611924060704,0.461966903829625,0.914325708012499
"MIR3688-1",0.120614650195507,-1.11013785178028,3.81694647031143,-0.290844490593473,0.771170256869753,NA
"MIR3688-2",0.120614650195507,-1.11013785178028,3.81694647031143,-0.290844490593473,0.771170256869753,NA
"LOC107986324",0.118208997848334,0.572977336226655,3.81694647031143,0.150114061248521,0.880674626419532,NA
"LOC105379457",0,NA,NA,NA,NA,NA
"LINC02233",0.588507640176593,0.95870789247203,3.66894914306242,0.261303129340138,0.793858753519017,NA
"LOC107986239",0.236417995696668,1.4306359332296,3.77576666156418,0.378899455782824,0.704762528347207,NA
"LINC02477",0.118208997848334,0.572977336226655,3.81694647031143,0.150114061248521,0.880674626419532,NA
"LOC105377513",0,NA,NA,NA,NA,NA
"LOC105377514",0,NA,NA,NA,NA,NA
"LOC105377515",0,NA,NA,NA,NA,NA
"FSTL5",0,NA,NA,NA,NA,NA
"LOC101928052",0,NA,NA,NA,NA,NA
"LOC105377516",0,NA,NA,NA,NA,NA
"MIR4454",0,NA,NA,NA,NA,NA
"NAF1",604.265063669989,-0.278171596762122,0.26602960465503,-1.04564150716548,0.295726578008407,0.861383218832332
"LOC101928081",2.6588064263578,-1.1837711896455,1.56400372652906,-0.756885146477629,0.449118674943511,NA
"LOC105377517",0,NA,NA,NA,NA,NA
"NPY1R",2912.80076073303,0.513787077878895,0.393019619187485,1.30728099259035,0.191117297151122,0.793810569601192
"NPY5R",544.94769377395,0.50557182724438,0.487489766548202,1.03709218518414,0.299692896886215,0.863168387625391
"TKTL2",2.42923256900834,0.889815717878845,2.28849671354515,0.388821059961417,0.697408520711985,NA
"TMA16",415.985554711559,0.0315778665169429,0.197241638376986,0.160097364718643,0.872804377050252,0.98984236391303
"MARCHF1",570.395319677589,0.520899397839288,0.398568161735059,1.30692676397355,0.191237585394611,0.793810569601192
"LOC107986325",0,NA,NA,NA,NA,NA
"ANP32C",1.10890898823605,-0.0870863424245526,2.13201509425203,-0.0408469633537491,0.967417899236457,NA
"SMIM31",0,NA,NA,NA,NA,NA
"APELA",0,NA,NA,NA,NA,NA
"TRIM61",53.50335518254,0.714876134912844,0.348675454437962,2.05026228779186,0.0403388425899566,0.516259564690488
"FAM218A",31.424616652446,0.361860473981704,0.450149832673967,0.803866729955647,0.421473946238369,0.905134980453103
"TRIM60",0,NA,NA,NA,NA,NA
"TMEM192",1053.52914945107,0.184037759494507,0.185688908369215,0.991107983297397,0.321632855190094,0.873279747696201
"KLHL2",532.165403742924,0.358584719131349,0.265149060814141,1.35238917320813,0.176250851091026,0.778520151795867
"GK3",0.420731976914945,-1.88776025663364,3.79425993439796,-0.497530556491296,0.618814960470474,NA
"MSMO1",453.141070544906,-0.40313690871342,0.270343570966623,-1.49120212946803,0.135908434773889,0.739606704230142
"LOC105377519",1.48104583633682,0.227420748982001,1.81463674844377,0.125325770668448,0.900265650979629,NA
"CPE",8961.53383809497,-0.656740874423977,0.431287972079899,-1.52274331059321,0.127822937741373,0.72794251469671
"MIR578",0,NA,NA,NA,NA,NA
"LOC105377520",3.38420529691132,2.03427059253127,1.24418909836119,1.63501721338883,0.102045439204016,NA
